Tipo de vehículo;Accesorios de seguridad;Tipo Accidente;Sexo;Edad;Muertos;Graves;Leves;Accidentes;Victimas
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;1;0;0;0;1;0
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;2;0;0;2;8;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;3;0;1;2;4;3
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;4;0;0;0;1;0
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;5;0;0;3;5;3
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;6;0;0;2;2;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Mujer;7;0;0;2;2;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;0;0;0;2;2;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;1;0;1;19;22;20
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;2;2;6;43;48;51
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;3;0;4;43;49;47
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;4;2;2;36;51;40
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;5;0;1;34;40;35
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;6;2;5;17;26;24
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;7;2;2;14;21;18
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;8;0;2;5;7;7
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;;0;0;11;11;11
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;0;0;0;3;4;3
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;1;0;1;11;12;12
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;2;0;2;21;22;23
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;3;0;1;11;13;12
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;4;0;1;14;21;15
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;5;1;3;10;16;14
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;6;1;1;11;12;13
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;7;0;2;5;8;7
Otros Vehículos;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;;0;0;9;9;9
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;1;0;1;2;3;3
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;2;0;2;1;6;3
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;3;0;2;6;9;8
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;4;1;1;4;8;6
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;5;0;0;1;3;1
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;6;0;1;0;1;1
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;7;0;0;2;2;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;;0;0;2;1;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Mujer;1;0;0;2;2;2
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Mujer;2;0;0;0;1;0
Otros Vehículos;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Mujer;6;0;1;0;1;1
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;1;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;2;0;0;1;4;1
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;3;0;0;0;10;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;4;0;0;0;6;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;5;0;0;0;7;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;6;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;7;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Hombre;;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Atropello a peatón;Mujer;2;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;1;0;0;0;3;0
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;2;0;0;0;2;0
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;3;0;0;1;4;1
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;4;0;0;1;8;1
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;5;0;0;2;5;2
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;6;0;0;1;3;1
Otros vehículos ligeros;NINGUNO;Colisión frontal;Hombre;7;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;0;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;1;0;0;2;14;2
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;2;0;2;4;22;6
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;3;0;2;10;37;12
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;4;0;2;10;41;12
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;5;1;2;11;44;14
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;6;1;1;8;25;10
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;7;3;1;5;21;9
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;8;0;1;1;2;2
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Hombre;;0;0;0;4;0
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Mujer;3;0;0;1;2;1
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Mujer;5;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Mujer;6;0;0;1;1;1
Otros vehículos ligeros;NINGUNO;Colisión lateral y frontolateral;Mujer;7;0;1;0;1;1
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;1;0;1;2;5;3
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;2;0;1;6;24;7
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;3;1;0;10;31;11
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;4;1;5;12;34;18
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;5;2;3;9;35;14
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;6;1;0;8;17;9
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;7;2;2;3;9;7
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Hombre;;0;0;1;2;1
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Mujer;4;1;0;0;1;1
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Mujer;6;0;0;1;2;1
Otros vehículos ligeros;NINGUNO;Colisión por alcance y múltiple;Mujer;7;0;0;1;1;1
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;1;0;0;3;6;3
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;2;0;1;0;4;1
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;3;0;2;1;14;3
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;4;0;0;3;11;3
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;5;0;1;6;9;7
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;6;0;1;3;4;4
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;7;0;3;0;3;3
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;8;0;0;1;1;1
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Hombre;;0;0;1;1;1
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Mujer;1;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Mujer;2;0;1;0;1;1
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Mujer;4;0;0;1;1;1
Otros vehículos ligeros;NINGUNO;Otro tipo de accidente;Mujer;6;0;1;0;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Desconocido;7;1;0;0;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;0;1;0;0;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;1;3;5;5;14;13
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;2;0;4;8;15;12
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;3;2;4;9;16;15
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;4;5;0;12;21;17
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;5;9;4;13;28;26
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;6;9;6;6;21;21
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;7;10;4;9;23;23
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;8;1;1;2;4;4
Otros vehículos ligeros;NINGUNO;Salida de la vía;Hombre;;0;0;1;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Mujer;1;0;0;2;2;2
Otros vehículos ligeros;NINGUNO;Salida de la vía;Mujer;3;0;1;0;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Mujer;4;0;0;1;2;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Mujer;5;1;0;0;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Mujer;6;1;0;0;1;1
Otros vehículos ligeros;NINGUNO;Salida de la vía;Mujer;7;1;0;0;1;1
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;0;0;0;2;1;2
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;1;0;0;0;2;0
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;2;0;1;0;2;1
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;3;0;3;2;4;5
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;4;1;4;4;11;9
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;5;0;2;1;3;3
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;6;3;0;2;5;5
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Hombre;7;2;1;0;3;3
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Mujer;0;0;1;1;1;2
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Mujer;1;0;0;0;1;0
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Mujer;3;0;0;1;2;1
Otros vehículos ligeros;NINGUNO;Vuelco en la calzada;Mujer;5;0;0;1;1;1
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;2;0;0;0;3;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;3;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;4;0;0;0;9;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;5;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;6;0;0;0;3;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;7;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Hombre;;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Atropello a peatón;Mujer;4;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Colisión frontal;Desconocido;;0;0;1;1;1
Otros vehículos ligeros;SE DESCONOCE;Colisión frontal;Hombre;1;0;0;0;2;0
Otros vehículos ligeros;SE DESCONOCE;Colisión frontal;Hombre;3;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Colisión frontal;Hombre;4;0;0;1;4;1
Otros vehículos ligeros;SE DESCONOCE;Colisión frontal;Hombre;6;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Desconocido;;0;0;0;3;0
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;1;0;0;3;7;3
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;2;0;0;4;21;4
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;3;0;0;2;20;2
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;4;0;0;1;21;1
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;5;0;0;4;16;4
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;6;1;0;0;7;1
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;7;0;0;1;7;1
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Hombre;;0;0;1;2;1
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;2;0;0;2;2;2
Otros vehículos ligeros;SE DESCONOCE;Colisión lateral y frontolateral;Mujer;5;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Desconocido;;0;0;1;2;1
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;1;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;2;0;0;2;5;2
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;3;0;1;3;13;4
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;4;0;1;4;14;5
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;5;0;0;2;9;2
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;6;0;0;1;4;1
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;7;0;0;1;1;1
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;8;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Hombre;;0;0;2;2;2
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;0;0;0;1;1;1
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;2;0;0;1;2;1
Otros vehículos ligeros;SE DESCONOCE;Colisión por alcance y múltiple;Mujer;5;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Otro tipo de accidente;Desconocido;3;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Otro tipo de accidente;Hombre;2;0;0;2;8;2
Otros vehículos ligeros;SE DESCONOCE;Otro tipo de accidente;Hombre;3;0;0;0;3;0
Otros vehículos ligeros;SE DESCONOCE;Otro tipo de accidente;Hombre;4;0;0;2;5;2
Otros vehículos ligeros;SE DESCONOCE;Otro tipo de accidente;Hombre;5;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Otro tipo de accidente;Hombre;6;0;1;1;2;2
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Desconocido;;0;0;1;1;1
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;1;0;0;0;1;0
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;2;0;0;2;4;2
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;3;0;2;2;7;4
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;4;0;1;3;4;4
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;5;1;1;4;6;6
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;6;1;2;1;5;4
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;7;1;1;2;4;4
Otros vehículos ligeros;SE DESCONOCE;Salida de la vía;Hombre;;0;0;3;2;3
Otros vehículos ligeros;SE DESCONOCE;Vuelco en la calzada;Hombre;3;0;0;2;2;2
Otros vehículos ligeros;SE DESCONOCE;Vuelco en la calzada;Hombre;4;1;0;0;2;1
Otros vehículos ligeros;SE DESCONOCE;Vuelco en la calzada;Hombre;5;0;1;1;2;2
Otros vehículos ligeros;SE DESCONOCE;Vuelco en la calzada;Hombre;6;0;1;1;3;2
Otros vehículos ligeros;UTILIZANDO CASCO;Colisión frontal;Hombre;1;0;2;0;1;2
Otros vehículos ligeros;UTILIZANDO CASCO;Colisión lateral y frontolateral;Hombre;2;0;2;3;5;5
Otros vehículos ligeros;UTILIZANDO CASCO;Colisión lateral y frontolateral;Mujer;5;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CASCO;Colisión por alcance y múltiple;Hombre;1;0;1;0;1;1
Otros vehículos ligeros;UTILIZANDO CASCO;Colisión por alcance y múltiple;Hombre;3;0;0;2;1;2
Otros vehículos ligeros;UTILIZANDO CASCO;Colisión por alcance y múltiple;Hombre;4;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CASCO;Salida de la vía;Hombre;1;0;2;2;3;4
Otros vehículos ligeros;UTILIZANDO CASCO;Salida de la vía;Hombre;2;0;2;0;2;2
Otros vehículos ligeros;UTILIZANDO CASCO;Salida de la vía;Hombre;3;0;1;2;3;3
Otros vehículos ligeros;UTILIZANDO CASCO;Salida de la vía;Hombre;4;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CASCO;Salida de la vía;Hombre;5;0;1;0;1;1
Otros vehículos ligeros;UTILIZANDO CASCO;Salida de la vía;Hombre;6;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CASCO;Vuelco en la calzada;Hombre;2;0;0;2;2;2
Otros vehículos ligeros;UTILIZANDO CASCO;Vuelco en la calzada;Hombre;3;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CASCO;Vuelco en la calzada;Hombre;4;0;2;0;2;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Atropello a peatón;Hombre;3;0;0;0;2;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;2;0;0;0;2;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;3;0;0;0;2;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;5;0;0;0;2;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;6;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión frontal;Hombre;7;0;1;0;1;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;1;0;0;0;6;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;2;0;1;1;6;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;3;0;0;1;11;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;4;0;0;0;8;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;5;0;0;2;6;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;6;0;0;1;3;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Hombre;7;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;2;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión lateral y frontolateral;Mujer;5;0;1;0;1;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;1;0;0;1;4;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;2;0;0;0;5;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;3;0;0;3;10;3
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;4;0;1;0;5;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;5;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;6;0;0;1;2;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Hombre;;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;3;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Colisión por alcance y múltiple;Mujer;;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;1;0;0;2;2;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;2;0;0;0;3;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;3;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;4;0;0;0;1;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Otro tipo de accidente;Hombre;5;0;0;0;4;0
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;1;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;2;0;1;4;6;5
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;3;0;0;2;2;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;4;0;0;2;5;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;5;0;0;2;3;2
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Hombre;7;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Salida de la vía;Mujer;2;0;0;1;1;1
Otros vehículos ligeros;UTILIZANDO CINTURÓN ;Vuelco en la calzada;Hombre;3;0;0;0;1;0
Turismo;NINGUNO;Atropello a peatón;Desconocido;2;0;0;0;1;0
Turismo;NINGUNO;Atropello a peatón;Desconocido;4;0;0;0;2;0
Turismo;NINGUNO;Atropello a peatón;Desconocido;;0;0;0;270;0
Turismo;NINGUNO;Atropello a peatón;Hombre;0;0;0;3;14;3
Turismo;NINGUNO;Atropello a peatón;Hombre;1;0;0;8;153;8
Turismo;NINGUNO;Atropello a peatón;Hombre;2;0;0;4;333;4
Turismo;NINGUNO;Atropello a peatón;Hombre;3;0;0;9;350;9
Turismo;NINGUNO;Atropello a peatón;Hombre;4;0;0;4;290;4
Turismo;NINGUNO;Atropello a peatón;Hombre;5;0;0;8;195;8
Turismo;NINGUNO;Atropello a peatón;Hombre;6;0;0;1;94;1
Turismo;NINGUNO;Atropello a peatón;Hombre;7;0;0;1;43;1
Turismo;NINGUNO;Atropello a peatón;Hombre;8;0;0;0;7;0
Turismo;NINGUNO;Atropello a peatón;Hombre;;0;0;1;43;1
Turismo;NINGUNO;Atropello a peatón;Mujer;0;0;0;2;17;2
Turismo;NINGUNO;Atropello a peatón;Mujer;1;0;0;3;66;3
Turismo;NINGUNO;Atropello a peatón;Mujer;2;0;0;5;127;5
Turismo;NINGUNO;Atropello a peatón;Mujer;3;0;1;3;142;4
Turismo;NINGUNO;Atropello a peatón;Mujer;4;0;0;1;122;1
Turismo;NINGUNO;Atropello a peatón;Mujer;5;0;0;3;63;3
Turismo;NINGUNO;Atropello a peatón;Mujer;6;0;0;2;24;2
Turismo;NINGUNO;Atropello a peatón;Mujer;7;0;0;1;14;1
Turismo;NINGUNO;Atropello a peatón;Mujer;8;0;0;0;4;0
Turismo;NINGUNO;Atropello a peatón;Mujer;;0;0;0;16;0
Turismo;NINGUNO;Colisión frontal;Desconocido;;0;0;0;1;0
Turismo;NINGUNO;Colisión frontal;Hombre;0;1;5;8;17;14
Turismo;NINGUNO;Colisión frontal;Hombre;1;1;6;31;42;38
Turismo;NINGUNO;Colisión frontal;Hombre;2;11;19;38;75;68
Turismo;NINGUNO;Colisión frontal;Hombre;3;6;14;36;58;56
Turismo;NINGUNO;Colisión frontal;Hombre;4;11;12;22;48;45
Turismo;NINGUNO;Colisión frontal;Hombre;5;9;7;12;30;28
Turismo;NINGUNO;Colisión frontal;Hombre;6;3;2;7;16;12
Turismo;NINGUNO;Colisión frontal;Hombre;7;4;2;5;14;11
Turismo;NINGUNO;Colisión frontal;Hombre;8;0;1;1;2;2
Turismo;NINGUNO;Colisión frontal;Hombre;;1;0;7;11;8
Turismo;NINGUNO;Colisión frontal;Mujer;0;4;5;7;17;16
Turismo;NINGUNO;Colisión frontal;Mujer;1;3;7;21;32;31
Turismo;NINGUNO;Colisión frontal;Mujer;2;2;5;15;24;22
Turismo;NINGUNO;Colisión frontal;Mujer;3;1;5;13;20;19
Turismo;NINGUNO;Colisión frontal;Mujer;4;0;6;13;20;19
Turismo;NINGUNO;Colisión frontal;Mujer;5;0;1;8;9;9
Turismo;NINGUNO;Colisión frontal;Mujer;6;3;3;5;11;11
Turismo;NINGUNO;Colisión frontal;Mujer;7;5;3;1;9;9
Turismo;NINGUNO;Colisión frontal;Mujer;8;0;0;1;1;1
Turismo;NINGUNO;Colisión frontal;Mujer;;0;1;7;10;8
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;1;0;0;0;1;0
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;2;0;0;1;6;1
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;3;0;0;0;3;0
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;4;0;0;0;2;0
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;5;0;0;0;1;0
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;6;0;0;0;1;0
Turismo;NINGUNO;Colisión lateral y frontolateral;Desconocido;;0;0;10;442;10
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;0;1;0;110;188;111
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;1;6;29;382;693;417
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;2;6;47;551;1142;604
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;3;5;32;390;991;427
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;4;3;16;226;672;245
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;5;3;15;139;477;157
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;6;5;13;60;205;78
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;7;3;5;27;90;35
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;8;4;1;4;13;9
Turismo;NINGUNO;Colisión lateral y frontolateral;Hombre;;0;3;45;181;48
